absolute_magnitude_h,close_approach_date,miss_distance_astronomical,miss_distance_lunar,miss_distance_kilometers,miss_distance_miles,relative_velocity_kph,relative_velocity_kps,relative_velocity_mph,estimated_max_diameter_kilometers,estimated_min_diameter_kilometers,estimated_max_diameter_miles,estimated_min_diameter_miles,id,is_potentially_hazardous,is_sentry_object,name
23.8,2018-08-26,0.1298038996,50.4937169444,19418386.897853852,12066026.1092610776,20694.9360797514,5.7485933555,12859.0284768877,0.1032856481,0.046190746,0.0641787064,0.0287015901,3829481,False,False,(2018 RZ7)
23.7,2018-08-26,0.3615893576,140.6582601064,54092997.711628312,33611830.1767302256,60493.0112265542,16.8036142296,37588.0046701887,0.1081533507,0.0483676488,0.0672033557,0.0300542543,3562832,False,False,(2011 GR59)
24.8,2018-08-26,0.068519887,26.654236043,10250429.14784069,6369321.323113922,34220.7109049249,9.5057530291,21263.4189508963,0.0651688382,0.0291443905,0.0404940262,0.018109479,3759249,False,False,(2016 RW17)
22.9,2018-08-26,0.2509625904,97.6244476656,37543468.973522448,23328429.8664798624,93621.0887243748,26.005857979,58172.5037132094,0.1563291544,0.0699125232,0.097138403,0.0434416145,3646912,False,False,(2013 RF)
24.8,2018-08-26,0.1953845327,76.0045832203,29229109.922865349,18162126.7170618562,19194.1514747659,5.331708743,11926.4992871955,0.0651688382,0.0291443905,0.0404940262,0.018109479,3826772,False,False,(2018 PJ21)
27.5,2018-08-26,0.2837916456,110.3949501384,42454625.705554872,26380081.1528143536,16017.4691547395,4.4492969874,9952.6324311769,0.0187948982,0.008405334,0.0116786047,0.0052228308,3802083,False,False,(2018 FO4)
27.2,2018-08-26,0.2324727806,90.4319116534,34777432.810737322,21609694.6937341636,24863.7761141104,6.9066044761,15449.3835526815,0.0215794305,0.0096506147,0.0134088323,0.0059966121,3802041,False,False,(2018 FE3)
22.3,2018-08-26,0.0935607963,36.3951497607,13996495.841983881,8697019.2300683178,44833.9583390735,12.4538773164,27858.078169076,0.2060819612,0.0921626549,0.1280533543,0.057267201,3827143,False,False,(2018 QT1)
21.7,2018-08-27,0.2601766424,101.2087138936,38921871.526791688,24184929.4966657744,33369.1323460957,9.2692034295,20734.2811513838,0.2716689341,0.1214940408,0.1688071972,0.0754928736,3025767,True,False,(2000 AF205)
18.9,2018-08-27,0.1758758094,68.4156898566,26310646.470765978,16348677.6186793764,15736.6158350872,4.3712821764,9778.1211004185,0.9863702813,0.4411182,0.6129018881,0.2740980571,2438429,False,False,438429 (2006 WN1)
20.0,2018-08-27,0.2888167686,112.3497229854,43206373.402842882,26847195.5115284916,43516.1617298712,12.0878227027,27039.2506037636,0.5943468684,0.2658,0.369309908,0.1651604118,3405090,True,False,(2008 ER7)
20.8,2018-08-27,0.451689165,175.707085185,67571736.98607855,41987130.39404199,69178.9822341163,19.2163839539,42985.1292665263,0.411187571,0.1838886721,0.2555000322,0.1142630881,3719203,True,False,(2015 JY1)
21.8,2018-08-27,0.2660524014,103.4943841446,39800872.557825018,24731115.4103725284,40259.1156118114,11.1830876699,25015.4488089058,0.2594418179,0.1160259082,0.1612096218,0.0720951346,3733295,False,False,(2015 VS2)
25.4,2018-08-27,0.0338447507,13.1656080223,5063102.615401009,3146066.0801875642,44844.5009352024,12.4568058153,27864.6289283206,0.0494356193,0.022108281,0.0307178602,0.0137374447,3827097,False,False,(2018 QH1)
24.9,2018-08-27,0.0809168288,31.4766464032,12104985.235634656,7521689.0400680128,38072.0770461043,10.5755769573,23656.5080956752,0.0622357573,0.0278326768,0.0386714948,0.0172944182,3826684,False,False,(2018 PQ10)
20.1,2018-08-27,0.2888168431,112.3497519659,43206384.547884197,26847202.4367360386,43516.1694651836,12.0878248514,27039.2554101859,0.5675968529,0.2538370294,0.3526882241,0.1577269688,2484506,True,False,484506 (2008 ER7)
21.8,2018-08-27,0.2601757605,101.2083708345,38921739.596430135,24184847.518940463,33369.01532255,9.2691709229,20734.2084375034,0.2594418179,0.1160259082,0.1612096218,0.0720951346,2488490,True,False,488490 (2000 AF205)
23.0,2018-08-27,0.3769124417,146.6189398213,56385298.454819179,35036199.8096515102,49029.1391283008,13.6192053134,30464.8003655823,0.1492931834,0.0667659413,0.0927664547,0.0414864197,3574593,False,False,(2011 ON24)
24.9,2018-08-27,0.0240453327,9.3536344203,3597130.555361349,2235153.2816666562,5361.6988220153,1.4893607839,3331.5511374906,0.0622357573,0.0278326768,0.0386714948,0.0172944182,3825132,False,False,(2018 LQ2)
20.2,2018-08-27,0.3411684597,132.7145308233,51038074.882300839,31713589.1531920182,71687.5006950749,19.9131946375,44543.8250846703,0.5420507863,0.2424124811,0.3368146392,0.1506280858,3825756,True,False,(2018 NY14)
24.3,2018-08-27,0.1532218719,59.6033081691,22921665.673652853,14242862.5992932514,21620.9133513453,6.0058092643,13434.394743229,0.0820427065,0.0366906138,0.0509789586,0.0227984834,3799751,False,False,(2018 DX1)
18.9,2018-08-28,0.09861434,38.36097826,14752495.2154558,9166775.45785804,50464.4169057754,14.0178935849,31356.6261601469,0.9863702813,0.4411182,0.6129018881,0.2740980571,2358744,True,False,358744 (2008 CR118)
20.9,2018-08-28,0.241868227,94.086740303,36182971.57987649,22483055.986575962,74796.3463798105,20.7767628833,46475.5408936106,0.3926810818,0.1756123185,0.2440006365,0.1091204019,3338814,False,False,(2006 QM33)
20.1,2018-08-28,0.4247164336,165.2146926704,63536673.820556432,39479858.4067334816,77429.9935042715,21.508331529,48111.9867971402,0.5675968529,0.2538370294,0.3526882241,0.1577269688,3662959,True,False,(2014 DN112)
28.1,2018-08-28,0.0429049025,16.6900070725,6418482.026557675,3988259.793238915,9906.6622004011,2.7518506112,6155.6146322437,0.0142573883,0.0063760979,0.0088591276,0.0039619223,3750676,False,False,(2016 GK135)
25.5,2018-08-28,0.3978894734,154.7790051526,59523417.716061658,36986136.6988125604,76817.2914717818,21.3381365199,47731.2775814524,0.0472106499,0.0211132445,0.0293353287,0.0131191578,3799300,False,False,(2018 CV2)
20.1,2018-08-28,0.4247167527,165.2148168003,63536721.557236749,39479888.0689311762,77429.9491748327,21.5083192152,48111.9592525509,0.5675968529,0.2538370294,0.3526882241,0.1577269688,2523685,True,False,523685 (2014 DN112)
23.4,2018-08-28,0.1898345332,73.8456334148,28398841.819164284,17646222.0402397592,55428.2656400405,15.3967404556,34440.9687250574,0.1241766613,0.0555334912,0.0771597762,0.0345069009,3826774,False,False,(2018 PL21)
20.1,2018-08-28,0.4563693642,177.5276826738,68271884.817574254,42422182.0829185452,77661.8782546565,21.5727439596,48256.0709632892,0.5675968529,0.2538370294,0.3526882241,0.1577269688,2277475,True,False,277475 (2005 WK4)
23.6,2018-08-28,0.2320181136,90.2550461904,34709415.595978032,21567430.7562875616,14446.554739262,4.012931872,8976.5273045153,0.1132504611,0.0506471459,0.0703705522,0.0314706677,3647194,False,False,(2013 RV9)
21.0,2018-08-29,0.3480222281,135.3806467309,52063384.036414147,32350686.7189513486,66294.6694308252,18.415185953,41192.9294582814,0.3750075218,0.1677084622,0.2330187988,0.1042091748,3830850,False,False,(2018 SA1)
22.3,2018-08-29,0.1181322731,45.9534542359,17672336.434018297,10981080.6606226186,30814.9941806656,8.5597206057,19147.2390229808,0.2060819612,0.0921626549,0.1280533543,0.057267201,3827357,False,False,(2018 RK3)
24.4,2018-08-29,0.4158864804,161.7798408756,62215731.629636748,38659062.9900852024,80971.6186869404,22.4921163019,50312.6149557825,0.0783501764,0.0350392641,0.0486845275,0.0217723826,3758838,False,False,(2016 RT)
25.1,2018-08-29,0.1038554668,40.3997765852,15536556.621135716,9653968.6239002408,12117.192334299,3.3658867595,7529.152092387,0.0567596853,0.0253837029,0.0352688224,0.0157726969,3825001,False,False,(2018 KP1)
19.1,2018-08-29,0.4885227948,190.0353671772,73081969.548527076,45411030.1400066088,42283.733847741,11.7454816244,26273.4678455588,0.8995803882,0.4023045798,0.5589731654,0.2499803991,2162215,False,False,162215 (1999 TL12)
24.0,2018-08-29,0.0108260734,4.2113425526,1619557.521103658,1006346.3787121604,38516.6917499749,10.6990810417,23932.7743820886,0.0941976306,0.0421264611,0.0585316759,0.0261761612,3014184,False,False,(1998 SD9)
19.0,2018-08-29,0.1124241941,43.7330115049,16818419.973826567,10450481.5764659446,64064.9463840436,17.79581844,39807.4662684631,0.9419763057,0.4212646106,0.5853167591,0.2617616123,2436771,False,False,436771 (2012 JG11)
20.5,2018-08-29,0.4086000274,158.9454106586,61125693.780981638,37981744.8785890844,105753.2220883494,29.3758950245,65710.9395803969,0.4721064988,0.2111324448,0.2933532873,0.1311915784,3368493,False,False,(2007 DW)
21.9,2018-08-29,0.4415409405,171.7594258545,66053584.216596735,41043794.006175543,64571.9015547371,17.9366393208,40122.4684966087,0.2477650126,0.1108038821,0.1539539936,0.068850319,3602848,False,False,(2012 HP15)
22.9,2018-08-29,0.0337725779,13.1375328031,5052305.718249073,3139357.1993922874,32551.8316288798,9.0421754525,20226.4422696225,0.1563291544,0.0699125232,0.097138403,0.0434416145,3755219,False,False,(2016 NF23)
23.999,2018-08-29,0.2594471249,100.9249315861,38812737.262663963,24117116.6094621694,20440.3424760271,5.67787291,12700.8339123959,0.0942410202,0.0421458655,0.0585586369,0.0261882186,3841850,False,False,(2019 JU5)
27.142,2018-08-30,0.402401949,156.534358161,60198474.45424863,37405597.505265894,25569.3523563923,7.1025978768,15887.8011905594,0.0221635834,0.0099118558,0.013771808,0.0061589398,3838842,False,False,(2019 DU)
21.3,2018-08-30,0.2686780263,104.5157522307,40193660.450283981,24975182.4892056978,27512.3827155528,7.6423285321,17095.12469345,0.3266178974,0.1460679643,0.2029508896,0.090762397,3117424,False,False,(2002 EC3)
22.0,2018-08-30,0.2218015003,86.2807836167,33181032.007684361,20617737.2323957418,40345.0172950694,11.2069492486,25068.8247742613,0.2366137501,0.1058168859,0.1470249225,0.0657515442,3831870,False,False,(2018 TM6)
24.6,2018-08-30,0.4717222902,183.4999708878,70568649.845441874,43849325.6937069012,29535.7023900039,8.204361775,18352.3368544999,0.0714562102,0.0319561887,0.0444008168,0.0198566489,3709400,False,False,(2015 BL514)
24.1,2018-08-30,0.0670164231,26.0693885859,10025514.150778797,6229565.6244975186,58317.3430074875,16.1992619465,36236.1290481802,0.0899580388,0.040230458,0.0558973165,0.0249980399,3826769,False,False,(2018 PH21)
22.5,2018-08-30,0.0233702526,9.0910282614,3496140.010321962,2172400.6668565956,49612.6152812365,13.7812820226,30827.3497562772,0.1879489824,0.0840533402,0.1167860472,0.0522283081,3827150,False,False,(2018 QW1)
25.5,2018-08-30,0.0390178586,15.1779469954,5836988.538521182,3626936.4945570316,23339.1046009058,6.4830846114,14502.0119671573,0.0472106499,0.0211132445,0.0293353287,0.0131191578,3799717,False,False,(2018 DE1)
25.4,2018-08-30,0.0230793043,8.9778493727,3452614.764361841,2145355.3331257658,46186.1597613092,12.8294888226,28698.2835472424,0.0494356193,0.022108281,0.0307178602,0.0137374447,3827303,False,False,(2018 RN1)
19.4,2018-08-30,0.2645804447,102.9217929883,39580670.970772789,24594288.4889269282,54290.1145581641,15.0805873773,33733.7659042103,0.7835017643,0.3503926411,0.4868452748,0.2177238258,3825479,True,False,(2018 MW6)
20.7,2018-08-30,0.4073678552,158.4660956728,60941363.444388424,37867207.3186072912,83737.2319432636,23.2603422065,52031.0594816351,0.4305662442,0.1925550782,0.2675413778,0.1196481415,3826806,False,False,(2018 PF22)
18.9,2018-08-30,0.2901110971,112.8532167719,43400002.189523177,26967510.8604747626,55312.0819317482,15.3644672033,34368.7766869799,0.9863702813,0.4411182,0.6129018881,0.2740980571,2136818,False,False,136818 Selqet (1997 MW1)
21.2,2018-08-30,0.2221916039,86.4325339171,33239390.675323693,20653999.6269572434,22278.1731679338,6.1883814355,13842.7904331531,0.3420109247,0.1529519353,0.2125156703,0.095039897,2436116,False,False,436116 (2009 TB3)
23.6,2018-08-30,0.448743844,174.561355316,67131123.23801228,41713345.706558264,53312.7946615535,14.8091096282,33126.4973273414,0.1132504611,0.0506471459,0.0703705522,0.0314706677,3608620,False,False,(2012 RJ15)
25.4,2018-08-30,0.2339716959,91.0149897051,35001667.346927733,21749027.5735713954,32752.084113278,9.0978011426,20350.871375831,0.0494356193,0.022108281,0.0307178602,0.0137374447,3720004,False,False,(2015 KS120)
20.2,2018-08-30,0.1960827331,76.2761831759,29333559.215538497,18227028.4979933786,112930.2989319841,31.3695274811,70170.4960224876,0.5420507863,0.2424124811,0.3368146392,0.1506280858,3440771,True,False,(2008 WZ94)
20.0,2018-08-31,0.2595962461,100.9829397329,38835045.476555807,24130978.2907998566,96310.2110949616,26.7528364153,59843.419777311,0.5943468684,0.2658,0.369309908,0.1651604118,3092210,False,False,(1998 YW5)
22.3,2018-08-31,0.4472630691,173.9853338799,66909602.467022817,41575699.0822241946,82246.0635810587,22.8461287725,51104.5054512417,0.2060819612,0.0921626549,0.1280533543,0.057267201,3071762,False,False,(2001 EC16)
20.7,2018-08-31,0.1301660819,50.6346058591,19472568.598485553,12099693.0568765114,48854.1794395846,13.5706053999,30356.0872190019,0.4305662442,0.1925550782,0.2675413778,0.1196481415,3092309,False,False,(2001 QC96)
25.3,2018-08-31,0.3288641728,127.9281632192,49197379.770191936,30569834.2471472768,64315.4903792924,17.8654139942,39963.1445637331,0.0517654482,0.0231502122,0.0321655483,0.0143848705,3608729,False,False,(2012 SZ2)
24.6,2018-08-31,0.022238165,8.650646185,3326782.11670855,2067166.55153599,83102.5861166977,23.0840516991,51636.7152456781,0.0714562102,0.0319561887,0.0444008168,0.0198566489,3827169,False,False,(2018 RZ)
22.1,2018-08-31,0.1987424328,77.3108063592,29731444.625498136,18474263.0273248368,48676.815734594,13.5213377041,30245.8803101982,0.2259643771,0.1010543415,0.140407711,0.0627922373,3826835,False,False,(2018 PM23)
20.3,2018-08-31,0.4003016839,155.7173550371,59884279.268853293,37210365.6700817234,40237.8116110016,11.1771698919,25002.2113312915,0.5176544822,0.2315021222,0.3216554833,0.1438487052,3824070,False,False,(2018 JS1)
24.6,2018-08-31,0.0152422363,5.9292299207,2280206.084516681,1416854.3605089578,84789.7714689278,23.5527142969,52685.0666107902,0.0714562102,0.0319561887,0.0444008168,0.0198566489,3827153,False,False,(2018 RE)
20.1,2018-08-31,0.2595967793,100.9831471477,38835125.242140091,24131027.8548356158,96310.2829674337,26.7528563798,59843.4644360701,0.5675968529,0.2538370294,0.3526882241,0.1577269688,2480823,False,False,480823 (1998 YW5)
23.9,2018-08-31,0.0495675227,19.2817663303,7415195.817096649,4607589.0240017962,19421.3785120923,5.3948273645,12067.6893315831,0.0986370281,0.04411182,0.0612901888,0.0274098057,3274693,False,False,(2005 FG)
22.1,2018-08-31,0.0875363577,34.0516431453,13095252.659478099,8137012.6843078062,52901.8435064178,14.6949565296,32871.1482609739,0.2259643771,0.1010543415,0.140407711,0.0627922373,3557485,True,False,(2011 CX46)
21.2,2018-08-31,0.1416475438,55.1008945382,21190170.843211706,13166961.6018493028,53294.3174227392,14.8039770619,33115.0162897015,0.3420109247,0.1529519353,0.2125156703,0.095039897,3645088,False,False,(2013 OH)
22.8,2018-08-31,0.148350656,57.708405184,22192942.15070272,13790054.799108736,32408.7177672395,9.002421602,20137.5168815383,0.1636967205,0.0732073989,0.1017163949,0.0454889547,3669254,False,False,(2014 HR124)
24.4,2018-08-31,0.3951500386,153.7133650154,59113604.104977782,36731490.3289941116,59270.0785057213,16.463910696,36828.1218359578,0.0783501764,0.0350392641,0.0486845275,0.0217723826,3696402,False,False,(2014 WF6)
20.9,2018-08-31,0.130166051,50.634593839,19472563.97591137,12099690.184542106,48854.1751609021,13.5706042114,30356.084560395,0.3926810818,0.1756123185,0.2440006365,0.1091204019,2523590,False,False,523590 (2001 QC96)
22.9,2018-08-31,0.2395602426,93.1889343714,35837702.029643262,22268515.4364385356,31121.9170297838,8.6449769527,19337.9489455343,0.1563291544,0.0699125232,0.097138403,0.0434416145,3827572,False,False,(2018 RL4)
23.3,2018-09-01,0.0334563331,13.0145135759,5004996.169770497,3109960.4091149786,54336.5103454304,15.093475096,33762.594442137,0.130028927,0.058150704,0.0807962044,0.0361331611,3827170,False,False,(2018 RY)
25.1,2018-09-01,0.0715251128,27.8232688792,10700004.526389736,6648674.5095649168,29150.769452409,8.097435959,18113.1544966927,0.0567596853,0.0253837029,0.0352688224,0.0157726969,3827313,False,False,(2018 RX1)
19.3,2018-09-01,0.3607393974,140.3276255886,53965845.476123538,33532821.4412713044,60360.7514003737,16.766875389,37505.8235576378,0.8204270649,0.3669061375,0.5097895857,0.2279848336,3826671,False,False,(2018 PL9)
26.7,2018-09-01,0.0077944073,3.0320244397,1166026.729992451,724535.4128637838,24903.7890052574,6.9177191681,15474.2460071834,0.0271668934,0.0121494041,0.0168807197,0.0075492874,3827149,False,False,(2018 RA)
25.0,2018-09-01,0.0963571819,37.4829437591,14414829.171442553,8956959.5074031114,23185.4751255321,6.4404097571,14406.5525856396,0.0594346868,0.02658,0.0369309908,0.0165160412,3781573,False,False,(2017 RL16)
18.8,2018-09-01,0.2367607708,92.0999398412,35418907.011238196,22008288.2788952648,68681.7652291114,19.0782681192,42676.1779558331,1.0328564805,0.4619074603,0.6417870641,0.2870159005,3781883,False,False,(2017 SN14)
20.7,2018-09-01,0.3817043155,148.4829787295,57102152.568607985,35481632.300980793,70899.5070651254,19.6943075181,44054.1964872164,0.4305662442,0.1925550782,0.2675413778,0.1196481415,3825595,False,False,(2018 NE2)
24.6,2018-09-01,0.0826865939,32.1650850271,12369738.324994993,7686198.9813691834,31213.1881338411,8.6703300372,19394.6612601636,0.0714562102,0.0319561887,0.0444008168,0.0198566489,3827339,False,False,(2018 RB3)
20.3,2018-09-01,0.2837336405,110.3723861545,42445948.266145735,26374689.241991743,34691.9906262484,9.6366640628,21556.253842182,0.5176544822,0.2315021222,0.3216554833,0.1438487052,2138175,True,False,138175 (2000 EE104)
21.4,2018-09-01,0.4775505497,185.7671638333,71440545.052449139,44391096.2531065582,67833.5400803063,18.8426500223,42149.1238348992,0.3119176705,0.1394938229,0.1938165949,0.0866774163,3403074,False,False,(2008 CC175)
26.2,2018-09-01,0.4401998423,171.2377386547,65852958.782415901,40919131.1420693938,58479.4356039994,16.2442876678,36336.8470840517,0.0342010925,0.0152951935,0.021251567,0.0095039897,3719243,False,False,(2015 KE)
20.8,2018-09-01,0.0794727797,30.9149113033,11888958.566099239,7387456.2920739382,28074.4153392127,7.7984487053,17444.349908968,0.411187571,0.1838886721,0.2555000322,0.1142630881,3831075,True,False,(2018 SX2)
23.7,2018-09-02,0.2869784011,111.6345980279,42931357.540565657,26676308.5788417866,9332.4449794064,2.5923458276,5798.8183817873,0.1081533507,0.0483676488,0.0672033557,0.0300542543,3829461,False,False,(2018 RF7)
25.538,2018-09-02,0.2741546921,106.6461752269,41012957.988665827,25484270.3728373326,48305.0041260574,13.4180567017,30014.8510359938,0.046391667,0.0207469842,0.0288264365,0.0128915743,3838898,False,False,(2019 EB1)
22.6,2018-09-02,0.0494830925,19.2489229825,7402565.239012975,4599740.746710055,29771.847651609,8.269957681,18499.0683366345,0.1794898848,0.0802703167,0.1115298092,0.049877647,3082922,False,False,(2001 RQ17)
21.9,2018-09-02,0.2893679563,112.5641350007,43288829.908733081,26898431.6084392778,52344.4677182348,14.5401299217,32524.8166219221,0.2477650126,0.1108038821,0.1539539936,0.068850319,3829487,False,False,(2018 RU7)
23.7,2018-09-02,0.297154508,115.593103612,44453681.45769796,27622236.797673448,42145.8287519556,11.7071746533,26187.7789820137,0.1081533507,0.0483676488,0.0672033557,0.0300542543,3560054,False,False,(2011 FK1)
26.7,2018-09-02,0.3505417282,136.3607322698,52440295.884838934,32584888.8814639292,38744.0003420082,10.7622223172,24074.0151013995,0.0271668934,0.0121494041,0.0168807197,0.0075492874,3740667,False,False,(2016 BU)
21.3,2018-09-02,0.4501925324,175.1248951036,67347843.936945988,41848009.7044231144,27652.6931317025,7.6813036477,17182.3081295293,0.3266178974,0.1460679643,0.2029508896,0.090762397,3745056,False,False,(2016 EN1)
23.4,2018-09-02,0.4258547165,165.6574847185,63706958.517853855,39585668.411158999,69373.1608491337,19.2703224581,43105.7843065076,0.1241766613,0.0555334912,0.0771597762,0.0345069009,3759287,False,False,(2016 RH20)
26.5,2018-09-02,0.3866889172,150.4219887908,57847838.365726364,35944979.9695932632,21734.1579353218,6.0372660931,13504.7605237559,0.0297879063,0.0133215567,0.0185093411,0.008277629,3802588,False,False,(2018 GP4)
21.5,2018-09-02,0.4611956755,179.4051177695,68993890.708011185,42870815.739816953,47686.5625921258,13.2462673867,29630.5755173128,0.2978790628,0.1332155667,0.1850934111,0.0827762899,3781300,False,False,(2017 QX34)
24.6,2018-09-02,0.0808092119,31.4347834291,12088885.976618653,7511685.4243892914,67418.0951899187,18.7272486639,41890.9825362025,0.0714562102,0.0319561887,0.0444008168,0.0198566489,3827340,False,False,(2018 RA3)
21.3,2018-09-02,0.4829696221,187.8751829969,72251226.740864927,44894830.4958209126,31057.2389163315,8.6270108101,19297.760481095,0.3266178974,0.1460679643,0.2029508896,0.090762397,3826811,False,False,(2018 PG22)
20.9,2018-09-02,0.3740177511,145.4929051779,55952258.906750157,34767121.5118078866,105220.0142602045,29.2277817389,65379.6249718476,0.3926810818,0.1756123185,0.2440006365,0.1091204019,3711779,True,False,(2015 DH155)
25.9,2018-09-02,0.177592959,69.083661051,26567528.39339733,16508296.643769954,11927.5407665212,3.3132057685,7411.3099835087,0.0392681082,0.0175612318,0.0244000636,0.0109120402,3655395,False,False,(2013 YM2)
24.3,2018-09-03,0.0514657575,20.0201796675,7699167.699936525,4784040.969813045,33542.0340149746,9.3172316708,20841.7155244713,0.0820427065,0.0366906138,0.0509789586,0.0227984834,3827430,False,False,(2018 RA4)
19.4,2018-09-03,0.0314387209,12.2296624301,4703165.682164483,2922411.6408685454,35156.496899998,9.7656935833,21844.8799765571,0.7835017643,0.3503926411,0.4868452748,0.2177238258,2523788,True,False,523788 (2015 FP118)
30.0,2018-09-03,0.0024271972,0.9441797108,363103.531189964,225622.0720469432,16560.5855107884,4.6001626419,10290.1038136341,0.0059434687,0.002658,0.0036930991,0.0016516041,3827304,False,False,(2018 RR1)
23.6,2018-09-03,0.3725091856,144.9060731984,55726580.721194672,34626891.5898515936,38203.7142046903,10.6121428346,23738.3023067977,0.1132504611,0.0506471459,0.0703705522,0.0314706677,3578920,False,False,(2011 SQ25)
19.3,2018-09-03,0.0314387658,12.2296798962,4703172.399108846,2922415.8145842348,35156.4970101022,9.7656936139,21844.8800449716,0.8204270649,0.3669061375,0.5097895857,0.2279848336,3714537,True,False,(2015 FP118)
22.7,2018-09-03,0.0985147514,38.3222382946,14737596.973019518,9157518.1192766284,60102.7315310686,16.6952032031,37345.5000449576,0.1714115092,0.0766575574,0.1065101409,0.0476327831,3769874,False,False,(2017 DQ35)
23.2,2018-09-03,0.0447758119,17.4177908291,6698366.087760653,4162171.6844688914,73340.6310244098,20.3723975068,45571.0159829173,0.1361570015,0.0608912622,0.0846040122,0.0378360645,3826856,False,False,(2018 QA)
24.1,2018-09-03,0.0320819597,12.4798823233,4799392.836545839,2982204.4219730182,35195.4221855349,9.7765061626,21869.0666352286,0.0899580388,0.040230458,0.0558973165,0.0249980399,3827159,False,False,(2018 RN)
21.5,2018-09-03,0.4614092553,179.4882003117,69025841.791166211,42890669.2222712718,37099.1825021282,10.3053284728,23051.9892608363,0.2978790628,0.1332155667,0.1850934111,0.0827762899,3134259,True,False,(2002 QQ40)
25.9,2018-09-03,0.3650304613,141.9968494457,54607779.495597431,33931700.7446933078,30841.6458488378,8.5671238469,19163.7993331292,0.0392681082,0.0175612318,0.0244000636,0.0109120402,3763275,False,False,(2016 VZ)
20.8,2018-09-03,0.2973226506,115.6585110834,44478835.232514222,27637866.6285793836,68623.6465153462,19.062124032,42640.0652472716,0.411187571,0.1838886721,0.2555000322,0.1142630881,3150779,True,False,(2003 ED50)
21.8,2018-09-03,0.1721371434,66.9613487826,25751350.000524558,16001146.9072845804,70838.638191653,19.6773994977,44016.3749363635,0.2594418179,0.1160259082,0.1612096218,0.0720951346,3542519,True,False,(2010 PK9)
20.8,2018-09-03,0.2973226499,115.6585108111,44478835.127795713,27637866.5635103194,68623.6465495897,19.0621240416,42640.0652685492,0.411187571,0.1838886721,0.2555000322,0.1142630881,2523598,True,False,523598 (2003 ED50)
27.3,2018-09-03,0.4970929799,193.3691691811,74364050.984992813,46207678.6035462994,32845.7839338043,9.1238288705,20409.0928004241,0.0206081961,0.0092162655,0.0128053354,0.0057267201,3656923,False,False,(2014 BP8)
25.762,2018-09-04,0.1119971632,43.5668964848,16754537.060762384,10410786.5749695392,8088.3094533485,2.2467526259,5025.7609489431,0.0418446538,0.0187134981,0.0260010544,0.011628025,3842596,False,False,(2019 KM2)
27.8,2018-09-04,0.0124097787,4.8274039143,1856476.460691369,1153560.9813401322,32687.4677026588,9.0798521396,20310.7212511326,0.016369672,0.0073207399,0.0101716395,0.0045488955,3829437,False,False,(2018 RD6)
24.7,2018-09-04,0.0547713035,21.3060370615,8193670.340723545,5091310.662513121,57892.8867737213,16.0813574371,35972.3884511492,0.0682401509,0.0305179233,0.0424024508,0.0189629525,3829429,False,False,(2018 RW5)
20.4,2018-09-04,0.3654216875,142.1490364375,54666306.101805625,33968067.491442625,50193.3801493188,13.942605597,31188.2144600031,0.4943561926,0.2210828104,0.3071786018,0.137374447,2523795,False,False,523795 (2015 TQ178)
20.2,2018-09-04,0.1165495661,45.3377812129,17435566.837984207,10833958.8557757766,35449.2356798797,9.8470099111,22026.7764700897,0.5420507863,0.2424124811,0.3368146392,0.1506280858,3022035,False,False,(1999 RB32)
20.4,2018-09-04,0.3654216875,142.1490364375,54666306.101805625,33968067.491442625,50193.3801751056,13.9426056042,31188.214476026,0.4943561926,0.2210828104,0.3071786018,0.137374447,3730335,False,False,(2015 TQ178)
27.3,2018-09-04,0.0108698721,4.2283802469,1626109.713332427,1010417.7221724126,39851.0576862232,11.0697382462,24761.8974828646,0.0206081961,0.0092162655,0.0128053354,0.0057267201,3827306,False,False,(2018 RO1)
27.7,2018-09-04,0.0147883566,5.7526707174,2212306.648160442,1374663.6071684196,29971.2987737707,8.3253607705,18622.9995075132,0.0171411509,0.0076657557,0.0106510141,0.0047632783,3827321,False,False,(2018 RD2)
20.9,2018-09-04,0.4908941685,190.9578315465,73436722.003021095,45631463.093617311,71152.9425962982,19.7647062767,44211.671470461,0.3926810818,0.1756123185,0.2440006365,0.1091204019,3151644,False,False,(2003 FU3)
19.1,2018-09-04,0.3707909892,144.2376947988,55469542.199513004,34467175.2586232952,53821.3308725138,14.9503696868,33442.4819524239,0.8995803882,0.4023045798,0.5589731654,0.2499803991,2363067,True,False,363067 (2000 CO101)
21.2,2018-09-04,0.1225730312,47.6809091368,18336664.386963544,11393874.9090591472,70253.3180274786,19.5148105632,43652.6797487964,0.3420109247,0.1529519353,0.2125156703,0.095039897,3405085,True,False,(2008 EM7)
23.0,2018-09-04,0.1340145734,52.1316690526,20048294.729598658,12457432.6861431604,23586.0538881104,6.5516816356,14655.4566506428,0.1492931834,0.0667659413,0.0927664547,0.0414864197,3827427,False,False,(2018 RU3)
22.1,2018-09-04,0.3064175034,119.1964088226,45839405.839357758,28483286.0010547404,52949.3011430119,14.7081392064,32900.6365907787,0.2259643771,0.1010543415,0.140407711,0.0627922373,3827422,False,False,(2018 RT3)
21.6,2018-09-05,0.3115248739,121.1831759471,46603457.587458593,28958045.7424228634,20443.198407795,5.6786662244,12702.6084773324,0.2844722965,0.1272198785,0.1767628354,0.0790507431,3831181,False,False,(2018 TQ)
