absolute_magnitude_h,close_approach_date,miss_distance_astronomical,miss_distance_lunar,miss_distance_kilometers,miss_distance_miles,relative_velocity_kph,relative_velocity_kps,relative_velocity_mph,estimated_max_diameter_kilometers,estimated_min_diameter_kilometers,estimated_max_diameter_miles,estimated_min_diameter_miles,id,is_potentially_hazardous,is_sentry_object,name
26.6,2018-02-19,0.2206691617,85.8403039013,33011636.565005579,20512479.7851678302,45938.7563981155,12.7607656661,28544.5567185957,0.0284472297,0.0127219879,0.0176762835,0.0079050743,3451792,False,False,(2009 FH)
24.4,2018-02-19,0.1121462256,43.6248817584,16776836.478299472,10424642.7905058336,23587.1621361395,6.5519894823,14656.1452728696,0.0783501764,0.0350392641,0.0486845275,0.0217723826,3799645,False,False,(2018 CA14)
21.1,2018-02-19,0.26256769,102.13883141,39279567.1548203,24407191.25350814,14634.0958931478,4.065026637,9093.0580842729,0.358129403,0.160160338,0.2225312253,0.0995189894,2216985,True,False,216985 (2000 QK130)
20.5,2018-02-19,0.1869566383,72.7261322987,27968314.872040421,17378705.0002269698,53635.3026068322,14.8986951686,33326.8912225619,0.4721064988,0.2111324448,0.2933532873,0.1311915784,2388189,False,False,388189 (2006 DS14)
16.2,2018-02-19,0.2333465541,90.7718095449,34908147.465199767,21690917.0136881046,34401.2396213762,9.5558998948,21375.5924747379,3.4201092472,1.5295193534,2.125156703,0.9503989702,2096590,False,False,96590 (1998 XB)
21.4,2018-02-19,0.3594685478,139.8332650942,53775729.082873186,33414688.5923985268,30206.544160173,8.3907067112,18769.1718421919,0.3119176705,0.1394938229,0.1938165949,0.0866774163,3551067,True,False,(2010 VD72)
23.0,2018-02-19,0.1037779841,40.3696358149,15524965.374253867,9646766.1570706846,26458.1962144892,7.3494989485,16440.0941978308,0.1492931834,0.0667659413,0.0927664547,0.0414864197,3795103,False,False,(2017 YW5)
25.4,2018-02-19,0.243971035,94.904732615,36497547.17769545,22678524.19907921,21995.8836953014,6.1099676931,13667.3867327833,0.0494356193,0.022108281,0.0307178602,0.0137374447,3825159,False,False,(2018 LS3)
15.3,2018-02-20,0.1377555791,53.5869202699,20607941.213976517,12805180.8862372546,108698.2130588036,30.1939480719,67540.8424420105,5.176544822,2.3150212221,3.2165548326,1.4384870518,2003752,False,False,3752 Camillo (1985 PA)
22.1,2018-02-20,0.121518762,47.270798418,18178947.96023694,11295874.465832172,23622.8454127576,6.5619015035,14678.3174732771,0.2259643771,0.1010543415,0.140407711,0.0627922373,3177179,False,False,(2004 EK1)
27.6,2018-02-20,0.0057574523,2.2396489447,861302.600706601,535188.6190530538,58070.9454015211,16.1308181671,36083.0271579618,0.0179489885,0.0080270317,0.0111529809,0.0049877647,3799680,False,False,(2018 DB)
19.9,2018-02-20,0.1315153879,51.1594858931,19674421.902063773,12225118.8836471474,81644.0317177324,22.6788976994,50730.426263721,0.6223575734,0.2783267681,0.3867149477,0.1729441822,3797448,True,False,(2018 AE2)
23.5,2018-02-20,0.0237850078,9.2523680342,3558186.504813386,2210954.5707652868,55175.2612149139,15.3264614486,34283.7616143447,0.1185877909,0.0530340723,0.0736870142,0.0329538346,3798997,False,False,(2018 CJ)
24.1,2018-02-20,0.0556363689,21.6425475021,8323082.281974243,5171723.5140128334,40854.2512854244,11.3484031348,25385.2429723238,0.0899580388,0.040230458,0.0558973165,0.0249980399,3799261,False,False,(2018 BJ7)
26.8,2018-02-20,0.0161549654,6.2842815406,2416748.413763698,1501697.8296591124,31774.0059308948,8.8261127586,19743.1316296719,0.0259441818,0.0116025908,0.0161209622,0.0072095135,3799755,False,False,(2018 DC2)
26.0,2018-02-20,0.2762537122,107.4626940458,41326966.924713014,25679386.4780430332,18443.8364696497,5.1232879082,11460.2827219332,0.0375007522,0.0167708462,0.0233018799,0.0104209175,3782058,False,False,(2017 SN21)
22.2,2018-02-20,0.1215191328,47.2709426592,18179003.431127136,11295908.9338450368,23622.8678567772,6.561907738,14678.331419118,0.2157943048,0.096506147,0.134088323,0.059966121,2497113,False,False,497113 (2004 EK1)
26.047,2018-02-20,0.4658040896,181.1977908544,69683299.641449152,43299194.5868642176,57811.1155018934,16.058643195,35921.5789628293,0.0366977957,0.0164117532,0.022802946,0.0101977875,3838903,False,False,(2019 EE1)
25.579,2018-02-20,0.1531429574,59.5726104286,22909860.232540738,14235527.0383406644,17196.0723411058,4.7766867614,10684.9706166166,0.0455239543,0.0203589313,0.028287265,0.0126504495,3843422,False,False,(2019 OP3)
23.7,2018-02-21,0.0643100178,25.0165969242,9620641.682542086,5977989.5384733468,31555.1309716316,8.7653141588,19607.1312417896,0.1081533507,0.0483676488,0.0672033557,0.0300542543,3799728,False,False,(2018 DN1)
25.2,2018-02-21,0.2280526842,88.7124941538,34116195.804102654,21198821.0702744652,32587.9260888983,9.0522016914,20248.8699634046,0.0542050786,0.0242412481,0.0336814639,0.0150628086,3557958,False,False,(2011 DT9)
21.3,2018-02-21,0.4194862594,163.1801549066,62754250.900507478,38993683.3484520764,32297.0306925674,8.9713974146,20068.1188767233,0.3266178974,0.1460679643,0.2029508896,0.090762397,3607531,False,False,(2012 PC20)
21.6,2018-02-21,0.1683064748,65.4712186972,25178290.137288676,15645064.0200526888,27126.240654406,7.5350668484,16855.1910332891,0.2844722965,0.1272198785,0.1767628354,0.0790507431,3674103,False,False,(2014 MK27)
20.1,2018-02-21,0.0989587898,38.4949692322,14804024.171857726,9198794.0666435788,34635.5148037473,9.6209763344,21521.1619623617,0.5675968529,0.2538370294,0.3526882241,0.1577269688,3789118,True,False,(2017 VX1)
26.2,2018-02-21,0.0302096047,11.7515362283,4519292.516661989,2808158.1538298882,38641.4663838552,10.7337406622,24010.3044872349,0.0342010925,0.0152951935,0.021251567,0.0095039897,3799639,False,False,(2018 CU13)
24.2,2018-02-21,0.1383266141,53.8090528849,20693366.833671967,12858261.9049164646,39546.8580800855,10.9852383556,24572.8796775953,0.0859092601,0.0384197891,0.0533815229,0.0238729428,3799641,False,False,(2018 CY13)
29.1,2018-02-21,0.0006716102,0.2612563678,100471.455390274,62430.0674588212,75815.4279336775,21.0598410927,47108.7585402342,0.0089958039,0.0040230458,0.0055897317,0.002499804,3799710,False,False,(2018 DQ)
24.7,2018-02-21,0.0552183075,21.4799216175,8260541.187005025,5132862.279618345,40583.4243364609,11.2731734268,25216.9616383971,0.0682401509,0.0305179233,0.0424024508,0.0189629525,3799855,False,False,(2018 EV2)
21.3,2018-02-21,0.4194862594,163.1801549066,62754250.900507478,38993683.3484520764,32297.0306486567,8.9713974024,20068.1188494389,0.3266178974,0.1460679643,0.2029508896,0.090762397,2513711,False,False,513711 (2012 PC20)
21.5,2018-02-21,0.1683064266,65.4711999474,25178282.926671342,15645059.5395828396,27126.2412936573,7.535067026,16855.191430495,0.2978790628,0.1332155667,0.1850934111,0.0827762899,2515639,False,False,515639 (2014 MK27)
23.4,2018-02-21,0.4283753605,166.6380152345,64084041.491282135,39819976.905818063,87840.3937206971,24.4001093669,54580.6046427298,0.1241766613,0.0555334912,0.0771597762,0.0345069009,3367904,False,False,(2007 CT26)
24.6,2018-02-21,0.3941588302,153.3277849478,58965321.439611674,36639351.7532581412,61300.361946244,17.0278783184,38089.6610104314,0.0714562102,0.0319561887,0.0444008168,0.0198566489,3827333,False,False,(2018 RN2)
21.1,2018-02-22,0.3207651709,124.7776514801,47985786.336825983,29816984.9977372454,33142.5191154376,9.2062553098,20593.4725025896,0.358129403,0.160160338,0.2225312253,0.0995189894,2509569,False,False,509569 (2008 CJ70)
17.1,2018-02-22,0.4609275005,179.3007976945,68953772.299223935,42845887.316542903,94877.578252463,26.3548828479,58953.2374424818,2.2596437711,1.0105434154,1.4040771097,0.6279223726,2163691,False,False,163691 (2003 BB43)
23.9,2018-02-22,0.4252547039,165.4240798171,63617197.910920693,39529893.7563158434,77332.9444698701,21.4813734639,48051.6843012923,0.0986370281,0.04411182,0.0612901888,0.0274098057,3402618,False,False,(2008 CQ116)
21.4,2018-02-22,0.3207651643,124.7776489127,47985785.349480041,29816984.3842289258,33142.5057199923,9.2062515889,20593.4641791808,0.3119176705,0.1394938229,0.1938165949,0.0866774163,3402248,False,False,(2008 CJ70)
22.8,2018-02-22,0.0780849183,30.3750332187,11681337.456804021,7258446.5170206498,30112.4623684908,8.3645728801,18710.7130755769,0.1636967205,0.0732073989,0.1017163949,0.0454889547,3802014,False,False,(2018 FE2)
20.8,2018-02-22,0.4132697063,160.7619157507,61824267.798005581,38415818.6444997778,49218.4375706146,13.6717882141,30582.4230560299,0.411187571,0.1838886721,0.2555000322,0.1142630881,3797457,False,False,(2018 AH2)
23.1,2018-02-22,0.2249550489,87.5075140221,33652796.161185843,20910877.8842689134,67328.493934419,18.7023594262,41835.3078005283,0.1425738833,0.063760979,0.0885912765,0.0396192233,3799716,False,False,(2018 DC1)
19.6,2018-02-22,0.4071268822,158.3723571758,60905314.396860914,37844807.4791680532,79405.8460071199,22.0571794464,49339.7047037018,0.7145621017,0.3195618867,0.4440081677,0.1985664891,3789628,False,False,(2017 WR13)
34.282,2018-02-22,0.000107063,0.041647507,16016.39675581,9952.127457778,24378.7257213052,6.7718682559,15147.9921016632,0.0008272561,0.0003699602,0.000514033,0.0002298825,3799865,False,False,(2018 DM4)
26.5,2018-02-22,0.1697210502,66.0214885278,25389907.604083074,15776557.0165074612,49206.7387966597,13.6685385546,30575.1538928467,0.0297879063,0.0133215567,0.0185093411,0.008277629,3763940,False,False,(2016 WR)
25.6,2018-02-22,0.3968362709,154.3693093801,59365860.865382983,36888235.4115438454,62494.6472755859,17.3596242432,38831.743469655,0.0450858206,0.0201629919,0.0280150214,0.0125286985,3293790,False,False,(2005 TQ45)
25.6,2018-02-22,0.3722170563,144.7924349007,55682878.800150081,34599736.4753138778,48081.9710636208,13.3561030732,29876.2669645037,0.0450858206,0.0201629919,0.0280150214,0.0125286985,3550117,False,False,(2010 VB)
19.8,2018-02-22,0.3742805801,145.5951456589,55991577.565324387,34791552.9933430606,41124.6983050225,11.423527307,25553.288232918,0.6516883822,0.2914439045,0.4049402617,0.1810947904,3648862,False,False,(2013 TQ5)
25.9,2018-02-22,0.0390952373,15.2080473097,5848564.227224551,3634129.2939827638,19367.2216378764,5.3797837883,12034.038356046,0.0392681082,0.0175612318,0.0244000636,0.0109120402,3743897,False,False,(2016 CO246)
25.6,2018-02-22,0.4147003185,161.3184238965,62038284.335921595,38548802.354624211,61942.7076831439,17.2063076898,38488.7896712291,0.0450858206,0.0201629919,0.0280150214,0.0125286985,3744695,False,False,(2016 DJ)
21.8,2018-02-22,0.2167797938,84.3273397882,32429795.411519206,20150940.4571928028,53097.9010636518,14.7494169621,32992.9708025785,0.2594418179,0.1160259082,0.1612096218,0.0720951346,3825646,False,False,(2018 NJ4)
23.5,2018-02-23,0.4165905008,162.0537048112,62321051.581913296,38724505.7738076448,65137.403001757,18.093723056,40473.8491040639,0.1185877909,0.0530340723,0.0736870142,0.0329538346,3483326,False,False,(2009 XO2)
28.4,2018-02-23,0.3458184359,134.5233715651,51733701.417371533,32145831.4387438354,12294.8971128491,3.415249198,7639.5709310367,0.0124176661,0.0055533491,0.0077159776,0.0034506901,3788142,False,False,(2017 UD43)
19.8,2018-02-23,0.2592621817,100.8529886813,38785070.153872979,24099925.0652419502,67622.9008124732,18.7841391146,42018.2407853948,0.6516883822,0.2914439045,0.4049402617,0.1810947904,2434344,False,False,434344 (2004 RV10)
18.6,2018-02-23,0.4094935706,159.2929989634,61259365.940454622,38064804.9069409036,74921.6006280565,20.81155573,46553.3690124721,1.1325046106,0.5064714588,0.7037055224,0.3147066768,2162385,False,False,162385 (2000 BM19)
21.1,2018-02-23,0.1439874274,56.0111092586,21540212.445819638,13384467.3678334844,71294.9680507525,19.8041577919,44299.9205646468,0.358129403,0.160160338,0.2225312253,0.0995189894,3799743,False,False,(2018 DT1)
29.1,2018-02-24,0.1573595813,61.2128771257,23540658.186571831,14627486.7115640278,54814.8586197125,15.2263496166,34059.821457343,0.0089958039,0.0040230458,0.0055897317,0.002499804,3689239,False,False,(2014 SG1)
25.8,2018-02-24,0.1674594904,65.1417417656,25051583.075125448,15566331.9024812624,29003.8649398788,8.05662915,18021.8737455597,0.0411187571,0.0183888672,0.0255500032,0.0114263088,3713939,False,False,(2015 FW33)
25.7,2018-02-24,0.013302521,5.174680669,1990028.80723027,1236546.561386926,36716.923566617,10.1991454352,22814.4684239349,0.0430566244,0.0192555078,0.0267541378,0.0119648141,3799646,False,False,(2018 CE14)
28.433,2018-02-24,0.0014117636,0.5491760404,211196.827503532,131231.6233194616,65218.820468647,18.1163390191,40524.4387517546,0.0122303808,0.0054695926,0.0075996039,0.0033986462,3799864,False,False,(2018 DN4)
20.0,2018-02-24,0.2925089936,113.7859985104,43758722.398403632,27190409.2623368416,23730.5380983593,6.5918161384,14745.2335200611,0.5943468684,0.2658,0.369309908,0.1651604118,3792457,False,False,(2017 XH62)
18.4,2018-02-24,0.2530972941,98.4548474049,37862816.100123567,23526862.9694845446,94465.8378651712,26.2405105181,58697.3979779448,1.2417666126,0.5553349116,0.7715977618,0.3450690093,3791281,False,False,(2017 XB2)
21.9,2018-02-24,0.3609221926,140.3987329214,53993191.248689762,33549813.3164202356,27689.547533616,7.6915409816,17205.2080216516,0.2477650126,0.1108038821,0.1539539936,0.068850319,3799854,False,False,(2018 ES2)
24.3,2018-02-24,0.0451608381,17.5675660209,6755965.187174847,4197962.1052210086,32134.187187958,8.9261631078,19966.934255762,0.0820427065,0.0366906138,0.0509789586,0.0227984834,3802033,False,False,(2018 FZ2)
21.0,2018-02-24,0.4990407777,194.1268625253,74655437.387063499,46388737.7179703262,88060.1726733041,24.4611590759,54717.1667369205,0.3750075218,0.1677084622,0.2330187988,0.1042091748,3283950,False,False,(2005 NJ63)
21.2,2018-02-24,0.4246166389,165.1758725321,63521744.745999143,39470581.9099604534,78341.4848753104,21.7615235765,48678.3520882172,0.3420109247,0.1529519353,0.2125156703,0.095039897,2425755,True,False,425755 (2011 CP4)
23.0,2018-02-24,0.4245408308,165.1463831812,63510404.015710396,39463535.1069236248,83950.9296168017,23.3197026713,52163.8429055066,0.1492931834,0.0667659413,0.0927664547,0.0414864197,3557844,False,False,(2011 DW)
29.2,2018-02-24,0.4738095297,184.3119070533,70880896.428821739,44043346.7237444382,68506.4857142117,19.0295793651,42567.2660817,0.008590926,0.0038419789,0.0053381523,0.0023872943,3601673,False,False,(2012 FT35)
19.6,2018-02-24,0.4077412022,158.6113276558,60997215.360359314,37901912.0899099732,73680.2161409038,20.4667267058,45782.0209682188,0.7145621017,0.3195618867,0.4440081677,0.1985664891,3693426,False,False,(2014 TW57)
25.7,2018-02-24,0.1414022148,55.0054615572,21153470.147362476,13144156.8469191288,33471.091326367,9.2975253684,20797.6344966529,0.0430566244,0.0192555078,0.0267541378,0.0119648141,3726596,False,False,(2015 QR3)
27.6,2018-02-24,0.0094746399,3.6856349211,1417385.948057013,880722.7884642594,26518.0373849786,7.3661214958,16477.2771740163,0.0179489885,0.0080270317,0.0111529809,0.0049877647,3770320,False,False,(2017 DR109)
24.5,2018-02-25,0.0847379531,32.9630637559,12676617.291919897,7876884.7292006986,28722.8047921928,7.9785568867,17847.2338999044,0.0748238376,0.0334622374,0.0464933628,0.0207924639,3799727,False,False,(2018 DK1)
20.6,2018-02-25,0.4839049928,188.2390421992,72391156.205245336,44981778.6331481968,77225.6045300749,21.4515568139,47984.9874370346,0.4508582062,0.2016299194,0.2801502144,0.1252869847,3795057,False,False,(2017 YO4)
23.0,2018-02-25,0.2666635599,103.7321248011,39892300.567657413,24787926.1413337794,82337.880238699,22.8716333996,51161.5567516516,0.1492931834,0.0667659413,0.0927664547,0.0414864197,3745901,False,False,(2016 EO56)
22.6,2018-02-25,0.1016509256,39.5422100584,15206761.953288472,9449043.7197940336,40914.4904449949,11.3651362347,25422.673243447,0.1794898848,0.0802703167,0.1115298092,0.049877647,3799677,False,False,(2018 CP14)
21.2,2018-02-25,0.2725153216,106.0084601024,40767711.653724992,25331881.3666772096,27594.2273691999,7.6650631581,17145.9797783787,0.3420109247,0.1529519353,0.2125156703,0.095039897,3797862,False,False,(2018 BO3)
28.3,2018-02-25,0.00189981,0.73902609,284207.5294047,176598.36979686,16546.2648266875,4.5961846741,10281.2054974492,0.0130028927,0.0058150704,0.0080796204,0.0036133161,3799713,False,False,(2018 DU)
27.3,2018-02-25,0.0058952002,2.2932328778,881909.393143574,547993.0861223612,25255.2682017615,7.0153522783,15692.6415112556,0.0206081961,0.0092162655,0.0128053354,0.0057267201,3799709,False,False,(2018 DR)
24.1,2018-02-25,0.1602594453,62.3409242217,23974471.664261511,14897045.9069744118,66941.9496215932,18.594986006,41595.1241968171,0.0899580388,0.040230458,0.0558973165,0.0249980399,3050514,False,False,(2000 SM10)
23.7,2018-02-25,0.4164598393,162.0028774877,62301504.899822291,38712360.0287619758,81706.804130025,22.6963344806,50769.4305995703,0.1081533507,0.0483676488,0.0672033557,0.0300542543,3069758,False,False,(2001 CP36)
26.0,2018-02-25,0.0262377618,10.2064893402,3925113.278847366,2438952.2957550108,20693.0836783753,5.7480787995,12857.8774667105,0.0375007522,0.0167708462,0.0233018799,0.0104209175,3799719,False,False,(2018 DB1)
22.2,2018-02-25,0.0579916085,22.5587357065,8675421.109473895,5390656.709353951,29638.2184530822,8.2328384592,18416.036349361,0.2157943048,0.096506147,0.134088323,0.059966121,3795150,False,False,(2017 YA8)
19.2,2018-02-26,0.085563,33.284007,12800042.55081,7953577.628778,100440.6359172854,27.9001766437,62409.9051342711,0.8590926012,0.3841978911,0.5338152287,0.2387294278,3175329,False,False,(2004 CK39)
24.5,2018-02-26,0.4441580189,172.7774693521,66445093.570859743,41287066.6382127334,71197.956768712,19.7772102135,44239.6415266477,0.0748238376,0.0334622374,0.0464933628,0.0207924639,3662199,False,False,(2014 DG)
23.3,2018-02-26,0.2983599794,116.0620319866,44634017.411483878,27734292.3632703964,51189.1909529728,14.2192197092,31806.972567418,0.130028927,0.058150704,0.0807962044,0.0361331611,3745829,False,False,(2016 EG55)
26.9,2018-02-26,0.0337990791,13.1478417699,5056270.241321517,3141820.6397982546,16222.0576815213,4.5061271338,10079.7557854986,0.0247765013,0.0110803882,0.0153953994,0.0068850319,3748472,False,False,(2016 FU12)
22.4,2018-02-26,0.3567722797,138.7844168033,53372373.118164239,33164054.8179709382,33777.2893904119,9.3825803862,20987.8940659479,0.1968067451,0.0880146521,0.122290004,0.0546897524,3662198,False,False,(2014 DF)
28.3,2018-02-26,0.3183485174,123.8375732686,47624260.120697938,29592343.0238220244,29149.9230150964,8.0972008375,18112.6285534637,0.0130028927,0.0058150704,0.0080796204,0.0036133161,3772974,False,False,(2017 FJ101)
18.9,2018-02-26,0.085563,33.284007,12800042.55081,7953577.628778,100440.6359145257,27.9001766429,62409.9051325562,0.9863702813,0.4411182,0.6129018881,0.2740980571,2513165,False,False,513165 (2004 CK39)
